id,Latitude,Longitude,NumberOfStories,YearBuilt,OccupancyClass,PlanArea,StructureType,Footprint
1457,61.18417526,-149.8203284,1,1962,RES3,2560,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.820210,61.184270],[-149.820293,61.184270],[-149.820293,61.184291],[-149.820373,61.184291],[-149.820373,61.184269],[-149.820453,61.184269],[-149.820452,61.184177],[-149.820209,61.184177],[-149.820210,61.184270]]]},""properties"":{}}"
1458,61.18417467,-149.8199938,1,1964,RES1,1152,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.820177,61.184292],[-149.820176,61.184154],[-149.819881,61.184155],[-149.819882,61.184236],[-149.820080,61.184236],[-149.820081,61.184292],[-149.820177,61.184292]]]},""properties"":{}}"
1459,61.18417447,-149.818977,1,1963,RES1,1078,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.818865,61.184223],[-149.818991,61.184222],[-149.818992,61.184247],[-149.819125,61.184246],[-149.819121,61.184128],[-149.819162,61.184128],[-149.819160,61.184071],[-149.819073,61.184072],[-149.819075,61.184113],[-149.818935,61.184114],[-149.818936,61.184136],[-149.818862,61.184137],[-149.818865,61.184223]]]},""properties"":{}}"
1460,61.18417459,-149.818621,1,1961,RES3,1440,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.818716,61.184147],[-149.818714,61.184043],[-149.818524,61.184044],[-149.818528,61.184225],[-149.818607,61.184224],[-149.818607,61.184236],[-149.818799,61.184235],[-149.818797,61.184146],[-149.818716,61.184147]]]},""properties"":{}}"
1461,61.18417453,-149.818235,1,1948,RES3,2678,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.818352,61.184256],[-149.818353,61.184168],[-149.818412,61.184168],[-149.818412,61.184107],[-149.818110,61.184107],[-149.818110,61.184256],[-149.818352,61.184256]]]},""properties"":{}}"
1462,61.18417473,-149.8193127,2,1950,RES3,2123,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.819494,61.184178],[-149.819342,61.184178],[-149.819342,61.184260],[-149.819494,61.184260],[-149.819494,61.184178]]]},""properties"":{}}"
1463,61.18162316,-149.8120402,4,2007,COM1,54488,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.811429,61.181486],[-149.811427,61.181696],[-149.812489,61.181698],[-149.812491,61.181489],[-149.811429,61.181486]]]},""properties"":{}}"
1464,61.18119257,-149.8120318,2,1983,COM1,18013,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.812357,61.181190],[-149.812212,61.181190],[-149.812213,61.181123],[-149.812047,61.181122],[-149.812047,61.181091],[-149.811666,61.181090],[-149.811665,61.181194],[-149.811520,61.181193],[-149.811518,61.181339],[-149.812355,61.181342],[-149.812357,61.181190]]]},""properties"":{}}"
1465,61.1811927,-149.8091425,2,1996,COM1,14293,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.809748,61.181291],[-149.809767,61.181180],[-149.809755,61.181150],[-149.809613,61.181144],[-149.809577,61.181148],[-149.809575,61.181159],[-149.809474,61.181155],[-149.809459,61.181119],[-149.809363,61.181115],[-149.809363,61.181114],[-149.809288,61.181111],[-149.809280,61.181112],[-149.809298,61.181154],[-149.809246,61.181159],[-149.809175,61.181156],[-149.809166,61.181133],[-149.809105,61.181130],[-149.809100,61.181157],[-149.808979,61.181168],[-149.808960,61.181275],[-149.808970,61.181300],[-149.809085,61.181305],[-149.809104,61.181353],[-149.809310,61.181362],[-149.809312,61.181368],[-149.809414,61.181372],[-149.809423,61.181321],[-149.809748,61.181291]]]},""properties"":{}}"
1466,61.1814117,-149.810877,1,2002,COM1,4780,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.811093,61.181428],[-149.811092,61.181298],[-149.810632,61.181298],[-149.810633,61.181428],[-149.811093,61.181428]]]},""properties"":{}}"
1467,61.18248751,-149.8264231,2,1964,RES3,3304,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.826733,61.182425],[-149.826316,61.182428],[-149.826317,61.182480],[-149.826267,61.182480],[-149.826268,61.182525],[-149.826735,61.182522],[-149.826733,61.182425]]]},""properties"":{}}"
1468,61.18235486,-149.8264193,1,1952,RES1,724,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.826702,61.182303],[-149.826538,61.182303],[-149.826538,61.182367],[-149.826702,61.182367],[-149.826702,61.182303]]]},""properties"":{}}"
1469,61.18194452,-149.8264199,1,1958,RES1,768,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.826503,61.181974],[-149.826704,61.181974],[-149.826704,61.181909],[-149.826503,61.181909],[-149.826503,61.181974]]]},""properties"":{}}"
1470,61.18180665,-149.8264244,1,1983,RES1,1504,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.826503,61.181832],[-149.826702,61.181832],[-149.826702,61.181759],[-149.826503,61.181759],[-149.826503,61.181832]]]},""properties"":{}}"
1471,61.18181003,-149.8255005,1,1981,RES1,1073,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.825768,61.181804],[-149.825771,61.181756],[-149.825433,61.181752],[-149.825429,61.181842],[-149.825670,61.181844],[-149.825672,61.181803],[-149.825768,61.181804]]]},""properties"":{}}"
1472,61.18194535,-149.8254962,2,1978,RES1,1204,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.825626,61.181882],[-149.825438,61.181882],[-149.825438,61.181948],[-149.825626,61.181948],[-149.825626,61.181882]]]},""properties"":{}}"
1473,61.1823543,-149.8254963,1,1953,RES3,1043,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.825330,61.182288],[-149.825328,61.182371],[-149.825555,61.182372],[-149.825556,61.182314],[-149.825510,61.182314],[-149.825511,61.182288],[-149.825330,61.182288]]]},""properties"":{}}"
1474,61.18248752,-149.825494,1,1953,RES1,1058,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.825506,61.182519],[-149.825507,61.182433],[-149.825310,61.182432],[-149.825309,61.182519],[-149.825506,61.182519]]]},""properties"":{}}"
1475,61.18286501,-149.8253983,2,1952,RES1,1360,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.825312,61.182848],[-149.825314,61.182920],[-149.825582,61.182919],[-149.825580,61.182858],[-149.825425,61.182859],[-149.825425,61.182847],[-149.825312,61.182848]]]},""properties"":{}}"
1476,61.18331657,-149.8253998,1,1957,RES1,2040,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.825597,61.183279],[-149.825257,61.183278],[-149.825257,61.183368],[-149.825596,61.183368],[-149.825597,61.183279]]]},""properties"":{}}"
1477,61.18374886,-149.8261081,1,1970,RES1,1768,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.826015,61.183704],[-149.826015,61.183795],[-149.826079,61.183795],[-149.826079,61.183811],[-149.826259,61.183811],[-149.826259,61.183704],[-149.826015,61.183704]]]},""properties"":{}}"
1478,61.18374849,-149.8258248,1,1970,RES1,1768,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.825731,61.183731],[-149.825731,61.183835],[-149.825972,61.183835],[-149.825972,61.183754],[-149.825902,61.183754],[-149.825902,61.183731],[-149.825731,61.183731]]]},""properties"":{}}"
1479,61.18374813,-149.8255414,2,1970,RES1,2548,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.825691,61.183810],[-149.825694,61.183623],[-149.825444,61.183623],[-149.825442,61.183769],[-149.825510,61.183769],[-149.825510,61.183809],[-149.825691,61.183810]]]},""properties"":{}}"
1480,61.18374776,-149.8252581,1,1970,RES1,1768,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.825691,61.183810],[-149.825694,61.183623],[-149.825444,61.183623],[-149.825442,61.183769],[-149.825510,61.183769],[-149.825510,61.183809],[-149.825691,61.183810]]]},""properties"":{}}"
1481,61.18424136,-149.8252601,1,1970,RES1,1780,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.825438,61.184150],[-149.825438,61.184258],[-149.825623,61.184258],[-149.825623,61.184150],[-149.825438,61.184150]]]},""properties"":{}}"
1482,61.18424141,-149.8255434,1,1970,RES1,1768,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.825438,61.184150],[-149.825438,61.184258],[-149.825623,61.184258],[-149.825623,61.184150],[-149.825438,61.184150]]]},""properties"":{}}"
1483,61.18424146,-149.8258267,1,1970,RES1,1768,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.826010,61.184262],[-149.826189,61.184262],[-149.826189,61.184231],[-149.826264,61.184231],[-149.826264,61.184156],[-149.826010,61.184156],[-149.826010,61.184262]]]},""properties"":{}}"
1484,61.18161331,-149.8258954,1,1970,COM1,2400,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.825744,61.181626],[-149.825744,61.181654],[-149.825849,61.181654],[-149.825849,61.181626],[-149.825744,61.181626]]]},""properties"":{}}"
1485,61.18124293,-149.8259608,2,1973,COM4,22760,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.826294,61.181497],[-149.826747,61.181498],[-149.826749,61.181399],[-149.826451,61.181398],[-149.826453,61.181284],[-149.826378,61.181284],[-149.826381,61.181064],[-149.826120,61.181063],[-149.826117,61.181314],[-149.825975,61.181313],[-149.825973,61.181480],[-149.826117,61.181481],[-149.826115,61.181657],[-149.826292,61.181657],[-149.826294,61.181497]]]},""properties"":{}}"
1486,61.18283075,-149.826418,1,1972,RES3,3548,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.826240,61.182786],[-149.826240,61.182866],[-149.826718,61.182866],[-149.826718,61.182786],[-149.826240,61.182786]]]},""properties"":{}}"
1487,61.1830789,-149.8264192,1,1972,RES3,3504,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.826454,61.183128],[-149.826449,61.183008],[-149.826326,61.183009],[-149.826330,61.183129],[-149.826454,61.183128]]]},""properties"":{}}"
1488,61.18332644,-149.8264199,1,1970,RES3,3504,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.826718,61.183271],[-149.826336,61.183270],[-149.826336,61.183308],[-149.826478,61.183309],[-149.826477,61.183344],[-149.826718,61.183344],[-149.826718,61.183271]]]},""properties"":{}}"
1489,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1490,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1491,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1492,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1493,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1494,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1495,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1496,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1497,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1498,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1499,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1500,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1501,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1502,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1503,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1504,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1505,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1506,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1507,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1508,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1509,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1510,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1511,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1512,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1513,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1514,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1515,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1516,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1517,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1518,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1519,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1520,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1521,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1522,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1523,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1524,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1525,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1526,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1527,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1528,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1529,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1530,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1531,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
1532,61.18308996,-149.8241837,1,1984,RES3,892,W1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-149.823995,61.182974],[-149.824135,61.182986],[-149.824126,61.183013],[-149.824195,61.183019],[-149.824204,61.182993],[-149.824355,61.183006],[-149.824424,61.182812],[-149.824064,61.182782],[-149.823995,61.182974]]]},""properties"":{}}"
